_id;title;description;event_dates;event_date;date_display_mode;is_permanent;date_range_from;date_range_to;schedule;date_display;address;coordinates_lat;coordinates_lng;category;event_image;price;price_description;is_premium;phone;source;status;createdBy;updatedBy;createdAt;updatedAt
;Giselle;Giselle is listed as a two-act ballet in Warsaw. It is scheduled on 1 October 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-01T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Romeo and Juliet;Romeo and Juliet is listed as a five-act opera in Warsaw. It is scheduled on 2 October 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-02T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Wòlô bòskô;Wòlô bòskô is listed as a staged Kashubian song-cycle performance in Warsaw. It is scheduled on 3 October 2026 at 18:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-03T18:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Touching Theatre;Touching Theatre is listed as a accessible theatre meeting in Warsaw. It is scheduled on 10 October 2026 at 12:30 at III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-10T12:30;;sessions;false;;;;;III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Bel Canto, or Opera 101;Bel Canto, or Opera 101 is listed as a educational concert project in Warsaw. It is scheduled on 14 October 2026 at 10:00 at Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-14T10:00;;sessions;false;;;;;Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Mothers of Kherson: World Premiere;Mothers of Kherson: World Premiere is listed as a world-premiere opera in Warsaw. It is scheduled on 16 October 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-16T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Butterfly in the Land of Shadows;Butterfly in the Land of Shadows is listed as a educational performance for young audiences in Warsaw. It is scheduled on 17 October 2026 at 12:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-17T12:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Madama Butterfly;Madama Butterfly is listed as a opera performance in Warsaw. It is scheduled on 22 October 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-22T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Little Theatre Academy;Little Theatre Academy is listed as a family workshop in Warsaw. It is scheduled on 24 October 2026 at 12:00 at III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-24T12:00;;sessions;false;;;;;III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Family Fun at the Wielki;Family Fun at the Wielki is listed as a family educational performance in Warsaw. It is scheduled on 24 October 2026 at 16:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-24T16:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Grand Theatre for the Little Ones;Grand Theatre for the Little Ones is listed as a family concert format in Warsaw. It is scheduled on 25 October 2026 at 16:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-25T16:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Opera Sound Hunters;Opera Sound Hunters is listed as a sound-focused children’s workshop in Warsaw. It is scheduled on 28 October 2026 at 10:00 at Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-28T10:00;;sessions;false;;;;;Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Symphony of Dance: an encore;Symphony of Dance: an encore is listed as a ballet triple bill in Warsaw. It is scheduled on 31 October 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-31T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/10/;active;;;;
;Detective B. Flat Major on the Track of Sounds;Detective B. Flat Major on the Track of Sounds is listed as a sound-themed educational project in Warsaw. It is scheduled on 5 November 2026 at 10:00 at Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-05T10:00;;sessions;false;;;;;Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;María de Buenos Aires;María de Buenos Aires is listed as a tango opera in Warsaw. It is scheduled on 6 November 2026 at 19:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-06T19:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Cinderella;Cinderella is listed as a ballet for young audiences in Warsaw. It is scheduled on 14 November 2026 at 12:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-14T12:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Juvenalia 5;Juvenalia 5 is listed as a ballet performance in Warsaw. It is scheduled on 19 November 2026 at 19:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-19T19:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Salome: Premiere;Salome: Premiere is listed as a opera premiere in Warsaw. It is scheduled on 22 November 2026 at 18:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-22T18:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Strauss, Mahler, Morawski-Dąbrowa;Strauss, Mahler, Morawski-Dąbrowa is listed as a Opera Academy concert in Warsaw. It is scheduled on 27 November 2026 at 18:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-27T18:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Falstaff;Falstaff is listed as a opera performance in Warsaw. It is scheduled on 27 November 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-27T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Martucci Jazz Ensemble: Three Worlds, One Sound;Martucci Jazz Ensemble: Three Worlds, One Sound is listed as a jazz concert in Warsaw. It is scheduled on 11 October 2026 at 18:00 at Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-11T18:00;;sessions;false;;;;;Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;Falla Reimagined: The Moisés Sánchez Trio;Falla Reimagined: The Moisés Sánchez Trio is listed as a contemporary concert inspired by Manuel de Falla in Warsaw. It is scheduled on 16 October 2026 at 19:00 at Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-16T19:00;;sessions;false;;;;;Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;Judith Triumphant / Antonio Vivaldi;Judith Triumphant / Antonio Vivaldi is listed as a baroque opera in Warsaw. It is scheduled on 24 October 2026 at 19:00 at Theatre of the Warsaw Chamber Opera, al. Solidarności 76b, 00-145 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-10-24T19:00;;sessions;false;;;;;Theatre of the Warsaw Chamber Opera, al. Solidarności 76b, 00-145 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;Giulio Cesare / Georg Friedrich Händel;Giulio Cesare / Georg Friedrich Händel is listed as a baroque opera in Warsaw. It is scheduled on 6 November 2026 at 19:00 at Theatre of the Warsaw Chamber Opera, al. Solidarności 76b, 00-145 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-06T19:00;;sessions;false;;;;;Theatre of the Warsaw Chamber Opera, al. Solidarności 76b, 00-145 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;A Ball at the Opera: Leszek Możdżer, Julian Tuwim;A Ball at the Opera: Leszek Możdżer, Julian Tuwim is listed as a opera-stage production in Warsaw. It is scheduled on 19 November 2026 at 19:00 at Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-19T19:00;;sessions;false;;;;;Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;SOPRANISTI: Bruno de Sá and Pedro Beriso;SOPRANISTI: Bruno de Sá and Pedro Beriso is listed as a classical vocal concert in Warsaw. It is scheduled on 22 November 2026 at 18:00 at Royal Castle in Warsaw, Plac Zamkowy 4, 00-277 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-22T18:00;;sessions;false;;;;;Royal Castle in Warsaw, Plac Zamkowy 4, 00-277 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;Snack Opera: Baroque Edition;Snack Opera: Baroque Edition is listed as a baroque opera presentation in Warsaw. It is scheduled on 29 November 2026 at 16:30 at Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-29T16:30;;sessions;false;;;;;Basen Artystyczny Stage, M. Konopnicka 6, 00-491 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://operakameralna.pl/en/repertuar/;active;;;;
;Explore the Secrets of Opera;Explore the Secrets of Opera is listed as a educational event for organised groups in Warsaw. It is scheduled on 2 December 2026 at 10:00 at Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-12-02T10:00;;sessions;false;;;;;Galeria Karnego, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/12/;active;;;;
;An Upside-Down Christmas;An Upside-Down Christmas is listed as a children’s Christmas choir recital in Warsaw. It is scheduled on 5 December 2026 at 12:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-12-05T12:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/12/;active;;;;
;Coppélia: Premiere;Coppélia: Premiere is listed as a ballet premiere in Warsaw. It is scheduled on 6 December 2026 at 18:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-12-06T18:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/12/;active;;;;
;New Year’s Eve Gala;New Year’s Eve Gala is listed as a New Year’s Eve symphony concert in Warsaw. It is scheduled on 31 December 2026 at 20:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-12-31T20:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/12/;active;;;;
;Symphony of Dance: an encore;Symphony of Dance: an encore is listed as a ballet triple bill in Warsaw. It is scheduled on 3 November 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-03T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Cinderella;Cinderella is listed as a ballet for young audiences in Warsaw. It is scheduled on 15 November 2026 at 15:00 at Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-15T15:00;;sessions;false;;;;;Młynarski Hall, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Touching Theatre;Touching Theatre is listed as a accessible theatre meeting in Warsaw. It is scheduled on 21 November 2026 at 12:30 at III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-21T12:30;;sessions;false;;;;;III Balkon, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Salome;Salome is listed as a opera performance in Warsaw. It is scheduled on 26 November 2026 at 19:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-26T19:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Falstaff;Falstaff is listed as a opera performance in Warsaw. It is scheduled on 29 November 2026 at 18:00 at Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-29T18:00;;sessions;false;;;;;Moniuszko Auditorium, Teatr Wielki–Polish National Opera, plac Teatralny 1, 00-950 Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://teatrwielki.pl/en/calendar/date/2026/11/;active;;;;
;Warsaw Industry Week 2026;Warsaw Industry Week 2026 is listed as a industrial trade fair in Warsaw. It is scheduled from 3 November 2026 until 5 November 2026 at Ptak Warsaw Expo, Al. Katowicka 62, 05-830 Nadarzyn, Warsaw metropolitan area. The organiser lists free admission with a ticket. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;;;range;false;2026-11-03;2026-11-05;;;Ptak Warsaw Expo, Al. Katowicka 62, 05-830 Nadarzyn, Warsaw metropolitan area;;;;;;Free ticket required;false;;https://industryweek.pl/en/;active;;;;
;23rd Warsaw Art Fair;23rd Warsaw Art Fair is listed as a art fair in Warsaw. It is scheduled from 27 November 2026 until 29 November 2026 at EXPO XXI, Prądzyńskiego 12/14, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;;;range;false;2026-11-27;2026-11-29;;;EXPO XXI, Prądzyńskiego 12/14, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://www.warszawskietargisztuki.pl/en/exhibitors/;active;;;;
;elSol Festival 2026;elSol Festival 2026 is listed as a multi-day dance festival in Warsaw. It is scheduled from 12 November 2026 until 16 November 2026 at Sound Garden Hotel Airport, Żwirki i Wigury 18, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;;;range;false;2026-11-12;2026-11-16;;;Sound Garden Hotel Airport, Żwirki i Wigury 18, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://elsolfestival.pl/en/;active;;;;
;Eleine, support: Rexoria, SerapiS Project;Eleine, support: Rexoria, SerapiS Project is listed as a live music performance in Warsaw. It is scheduled on 3 November 2026 at 20:00 at Hydrozagadka, 22 11 Listopada St, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-03T20:00;;sessions;false;;;;;Hydrozagadka, 22 11 Listopada St, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://kiedykoncert.pl/koncerty/warszawa/2026-11;active;;;;
;SPORTS;SPORTS is listed as a live music performance in Warsaw. It is scheduled on 4 November 2026 at 20:00 at Hydrozagadka, 22 11 Listopada St, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-04T20:00;;sessions;false;;;;;Hydrozagadka, 22 11 Listopada St, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://kiedykoncert.pl/koncerty/warszawa/2026-11;active;;;;
;Zimmer90: ARTHOUSE TOUR 2026;Zimmer90: ARTHOUSE TOUR 2026 is listed as a live music performance in Warsaw. It is scheduled on 5 November 2026 at 18:00 at Klub OCZKI, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-05T18:00;;sessions;false;;;;;Klub OCZKI, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://kiedykoncert.pl/koncerty/warszawa/2026-11;active;;;;
;Daniel Godson: TRASA ODPOWIEDZI;Daniel Godson: TRASA ODPOWIEDZI is listed as a live music performance in Warsaw. It is scheduled on 5 November 2026 at 18:00 at Hydrozagadka, 22 11 Listopada St, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-05T18:00;;sessions;false;;;;;Hydrozagadka, 22 11 Listopada St, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://kiedykoncert.pl/koncerty/warszawa/2026-11;active;;;;
;WaluśKraksaKryzys i HOUK!;WaluśKraksaKryzys i HOUK! is listed as a live music performance in Warsaw. It is scheduled on 5 November 2026 at 19:00 at Klub Stodoła, 10 Batorego St, Warsaw. Ticket price and availability are to be confirmed with the organiser. This English event summary is based on publicly available organiser or ticket-calendar information. Confirm the final programme, entry rules, accessibility arrangements and ticket availability with the source before travelling.;2026-11-05T19:00;;sessions;false;;;;;Klub Stodoła, 10 Batorego St, Warsaw;;;;;;Price TBA — check the official ticket office;false;;https://kiedykoncert.pl/koncerty/warszawa/2026-11;active;;;;
